Time,HA_MISG1,HA_MISG2,HA_MISG3,HpA_MISG1,HpA_MISG2,HpA_MISG3
20,16807.1,15956.1,15222.7,18157.5,17390.4,14431.4
40,16798.2,15960.6,15219.5,18165.7,17390.2,14444
60,16786.2,15964.7,15220,18142.8,17393.5,14443.3
80,16782.9,15964.9,15226.3,18151.2,17383.1,14424.4
100,16795.8,15957.1,15224.4,18154.8,17391.3,14430.7
120,16794.9,15952.2,15209.9,18149.2,17397.7,14419.8
140,16789.3,15958.9,15209.4,18161.2,17407.9,14428.6
160,16779.2,15950.8,15213.8,18156,17396.7,14423.3
180,16807.3,15957,15197.7,18167.1,17372.2,14415.8
200,16787.1,15955.9,15206.7,18154.2,17391.5,14413.9
220,16793,15940.3,15201.1,18149.1,17391.5,14421.2
240,16787.8,15939.8,15215.5,18155.2,17384.5,14415.7
260,16783.9,15927.8,15204.4,18161.7,17369.3,14415.7
280,16777.9,15946.3,15196.1,18153.8,17372.4,14405.3
300,16772.6,15951.2,15202.4,18145,17376.4,14411.1
320,16776.5,15943.8,15205.7,18143,17371.9,14408.2
340,16788.3,15944.2,15187.3,18146.2,17377.5,14412.9
360,16782.9,15960.3,15200.6,18139.1,17365.5,14408.1
380,16776.9,15959.7,15198.9,18137.4,17370.7,14407.7
400,16767.6,15943.5,15197.3,18123.2,17365.5,14396.8
420,16788.6,15932.7,15181.4,18142.7,17371.9,14413.5
440,16774.6,15938.1,15191.8,18133.7,17352.4,14402.9
460,16783.5,15947.3,15184,18132.8,17364.3,14409.7
480,16777.9,15948.7,15174,18140.7,17358.5,14399.1
500,16772.5,15935.2,15175.1,18130.8,17365.2,14404.7
520,16767.9,15949.2,15167.5,18145.8,17375.8,14401.2
540,16785.5,15953.3,15172.9,18125.8,17386.6,14402
560,16773.7,15952,15174.8,18140.2,17371.9,14393
580,16770.3,15944.8,15177.6,18140.2,17370.9,14404.4
600,16771.5,15934.1,15177.7,18131.3,17356.6,14397.8
620,16767.7,15927.6,15182.6,18125.1,17357.4,14404.1
640,16777.6,15925.9,15167.6,18142.7,17360.3,14384.2
660,16782.2,15927,15175.8,18133.7,17349.4,14381
680,16773.7,15920.3,15156.3,18128.1,17358.5,14397.6
700,16776.3,15929.5,15168.4,18124.8,17346.9,14407.1
720,16776.7,15926.1,15175.8,18129.6,17343.6,14387.4
740,16765.2,15935.6,15161.1,18123.8,17349.1,14389
760,16768,15943.7,15174.4,18122.9,17339.1,14389
780,16767,15935.8,15162.4,18110.7,17329.6,14389.1
800,16773.3,15944.1,15172.7,18122.2,17334.8,14395.7
820,16767,15930.9,15167.3,18136.3,17333,14377.7
840,16758.9,15945.1,15178.7,18122.6,17345,14372.9
860,16769.6,15941.5,15166.7,18129.2,17339.5,14370
880,16773.9,15934.4,15185.8,18123.9,17348.1,14375.5
900,16763.2,15933.3,15186.2,18120.7,17329.7,14381.7
920,16776.8,15934.7,15183,18127.4,17324.5,14376.5
940,16770.1,15944.4,15184.3,18108,17322.1,14377.4
960,16784.5,15950,15178.1,18117.6,17320.5,14382.6
980,16772,15930.1,15169,18133.1,17319.3,14380.2
1000,16768.7,15928.8,15176.8,18122.6,17321.6,14386.1
1020,16777.2,15938.5,15170.1,18105.5,17322.6,14384.2
1040,16768.3,15942,15180.8,18114.9,17324.3,14382.5
1060,16781.4,15940.1,15169.6,18112.9,17319.3,14366.4
1080,16781.2,15934.2,15175.8,18107.7,17331.8,14364.9
1100,16763.9,15926.2,15174.5,18119.9,17339.1,14361.4
1120,16767.8,15938.9,15169.2,18100.5,17336.5,14373.6
1140,16792.7,15938.1,15168.3,18106.3,17320.8,14378.5
1160,16774.3,15931.2,15161.7,18105.1,17328.4,14385
1180,16776.5,15932.4,15164,18110.1,17325.4,14364.7
1200,16772.2,15921.7,15168.9,18098.4,17328,14368.1
1220,16759.8,15924.9,15171.3,18128.5,17374.1,14408.3
1240,16813.6,15970.5,15229.1,18242.6,17535.1,14523.6
1260,16854.4,16009.6,15274.1,18329.5,17636.8,14599.6
1280,16882.1,16040.5,15320.2,18380,17689.5,14648.5
1300,16905.6,16068,15349.6,18411.6,17747.2,14690
1320,16924.2,16088.3,15348.4,18449.7,17796.8,14726.4
1340,16918.7,16101.7,15366,18474.5,17823.6,14763.2
1360,16942.5,16092.3,15378,18488.9,17826.5,14772.4
1380,16950.3,16110.2,15381.4,18507,17868.7,14784.7
1400,16954.9,16122.5,15404.1,18525.2,17904,14808.9
1420,16955.7,16125.9,15410.9,18552.1,17921.2,14815.5
1440,16984.4,16120.2,15424.9,18573.7,17950.2,14839.6
1460,16990.7,16148.1,15429.2,18578.6,17950.1,14856.3
1480,16991.2,16139.3,15413.8,18601.2,17959.1,14870.9
1500,16997.6,16159.7,15438.4,18585.8,17987.4,14865.3
1520,17006.1,16171.2,15444.4,18619.2,17992.7,14881.7
1540,17003.6,16164.8,15455.9,18611.3,17999,14906.8
1560,17013.4,16160.4,15443.5,18626.3,18033.2,14886
1580,17006.8,16159.7,15452.1,18647.8,18035.9,14913.5
1600,17020.1,16169.9,15467.4,18635,18034.8,14920
1620,17014.6,16174.9,15467.9,18639.9,18030.6,14915
1640,17032.3,16181.1,15466.3,18667.6,18048.5,14926.1
1660,17048.6,16190.6,15473,18664.9,18023.3,14938.2
1680,17052.5,16193.5,15476.1,18674.4,18033.3,14947.7
1700,17053.5,16186.8,15478.2,18673,18042.8,14962.4
1720,17056,16196.4,15473,18678.2,18062.9,14958
1740,17059.4,16196.5,15487.7,18696.6,18065.5,14950.2
1760,17064.2,16202.5,15489.5,18683.5,18085.1,14973
1780,17066.8,16195.3,15499.9,18697.5,18081.8,14973.7
1800,17057.7,16209.5,15487.1,18717.3,18105.6,14962.8
1820,17065.4,16197.8,15493.8,18723.2,18102.8,14964
1840,17046.8,16203.8,15493.7,18704.2,18113.1,14957.3
1860,17046.8,16201.5,15480.3,18735.1,18131.6,14984.9
1880,17078.6,16213.1,15497.3,18731.5,18133.8,14991.8
1900,17072.6,16215.1,15517.2,18746.4,18141.4,15008.8
1920,17080.2,16213.7,15503.3,18744,18127.2,15002.6
1940,17091.4,16208.5,15493.5,18742.8,18136.4,15018.7
1960,17091,16212.5,15513.6,18754.1,18137.1,15013.6
1980,17093.6,16234.3,15527.3,18748.2,18134.6,15012.6
2000,17096.2,16233.9,15527.1,18748.8,18164.8,15008.8
2020,17097,16242.1,15514.1,18767,18143,15029.8
2040,17114.3,16233.6,15514.1,18759,18149.8,15026.2
2060,17101.2,16229.4,15516.6,18772.8,18180.5,15019.5
2080,17109.7,16242.8,15513.1,18761.1,18167.5,15030.7
2100,17112.4,16246.2,15514,18764.7,18189.5,15033
2120,17117.8,16238.3,15523.1,18785.3,18186.7,15035.2
2140,17105,16248.8,15535.4,18763.4,18202.8,15041.7
2160,17117.7,16251.7,15522.2,18796.1,18196.5,15047.9
2180,17111.5,16244.1,15531.7,18789.5,18212.6,15043.6
2200,17115.2,16248.6,15528.1,18800.1,18205.3,15046.2
2220,17115.8,16256.5,15520.6,18806.1,18223.7,15050.5
2240,17119.5,16258,15520.9,18814,18241.2,15057.7
2260,17124.1,16246.4,15541,18798.6,18231.8,15049.8
2280,17131.4,16260.5,15520.2,18819.3,18221.6,15050
2300,17133.4,16264.6,15522.3,18815.9,18241.1,15073.8
2320,17126.2,16273.1,15549.8,18840.5,18244.8,15076.3
2340,17139.5,16263,15538.6,18827.9,18239.8,15075.7
2360,17126.5,16273.2,15531.1,18844.5,18256.6,15079.7
2380,17132.5,16265.4,15546.5,18863.7,18228.3,15081.2
2400,17133.8,16267.2,15533.2,18863.2,18233.3,15087.1
2420,17144.3,16272.5,15524.9,18844.8,18202,15079.3
2440,17093.3,16213.2,15463.5,18724.1,18071.5,14954
2460,17038.1,16156.1,15414.8,18628.3,17964.8,14893.4
2480,17008.3,16134.2,15384.5,18572.1,17914.1,14831.1
2500,16984.6,16131.8,15369.3,18541.7,17864.5,14810.3
2520,16979.3,16114.1,15348.2,18485.7,17820.8,14775.1
2540,16953.7,16099.1,15339.6,18495.3,17797.4,14746.2
2560,16954,16085.7,15322.6,18477,17769.2,14732.9
2580,16938,16080.5,15331.7,18466.6,17750.1,14719.5
2600,16942.6,16068.6,15306.5,18445.7,17723.7,14710.3
2620,16936.8,16074.1,15304.1,18443.1,17714.4,14687.9
2640,16931.5,16080.7,15319.6,18422.7,17691,14687.7
2660,16917.3,16073,15297.3,18404.5,17692.2,14661.6
2680,16922.7,16071.1,15311.9,18392.8,17687,14663.3
2700,16917.1,16067.5,15305.7,18419,17677.4,14661.8
2720,16924,16061.3,15297.3,18386.3,17652.5,14650
2740,16923.4,16066.4,15288.6,18389.8,17664.1,14643.7
2760,16913.4,16055.8,15292.7,18369.1,17633.3,14630
2780,16921.6,16062.7,15264.3,18367.4,17628.4,14618.4
2800,16916.9,16057.5,15270.8,18355.2,17620.5,14622.3
2820,16912.9,16051.7,15260.3,18367.8,17614.5,14612.3
2840,16909.1,16053.5,15276.7,18346,17604.6,14603.9
2860,16899.7,16054.8,15274.8,18339,17597.3,14603.8
2880,16897,16045.3,15251.9,18330.9,17588.3,14583.5
2900,16912,16039,15263.6,18348.6,17578.1,14584.6
2920,16889,16037.1,15253.4,18321,17580.7,14581.5
2940,16892.6,16052.6,15257.1,18327.4,17563.5,14560.6
2960,16879,16056.3,15262.8,18333.4,17556.4,14567.2
2980,16884.4,16037,15247.3,18323.1,17559.8,14565.9
3000,16877.6,16045.1,15254.2,18320.2,17564.1,14560.2
3020,16871.8,16030.7,15236.4,18326.1,17541.7,14551.1
3040,16869,16048.5,15237.5,18305.6,17557.7,14549.2
3060,16898.6,16037.7,15249.5,18307.2,17551.2,14537.5
3080,16885.8,16029.5,15235.2,18296.1,17533.3,14541
3100,16877.4,16042.6,15231.2,18306.9,17531,14551.5
3120,16881.9,16045.9,15243.7,18308.6,17531.3,14545.4
3140,16902.4,16028.2,15241.4,18298.9,17526.7,14546.9
3160,16885.5,16030.9,15250.2,18297.4,17525.6,14553
3180,16889.5,16036.6,15246,18290,17532.9,14535.4
3200,16896.3,16025.3,15239.8,18288,17524.3,14537.3
3220,16881.8,16038,15236.6,18282.9,17535.5,14528.8
3240,16888.1,16038.3,15235.4,18293.1,17526.1,14531.4
3260,16888.8,16053.1,15233.9,18288.2,17529.8,14527.3
3280,16885.7,16049.7,15249.4,18273,17520.2,14532.3
3300,16883.4,16041.6,15233.1,18273,17508.5,14522.5
3320,16868.2,16041.7,15248.1,18262.8,17528.7,14515.9
3340,16876.3,16039,15248.9,18268.2,17485.3,14511.4
3360,16879.5,16046.4,15241.4,18266,17496.1,14511.9
