Time,HA_MISG1,HA_MISG2,HA_MISG3,HpA_MISG1,HpA_MISG2,HpA_MISG3
20,18054.3,14491.3,12135.4,19504.5,19059.6,22683
40,18065,14495,12144.3,19542.3,19091.2,22700.3
60,18030.2,14465.8,12104.1,19545,19101.2,22710
80,17881,14319,11985.1,19560.1,19112.2,22716.8
100,17792.2,14284.3,11935.8,19569.2,19121.5,22731.2
120,17786.4,14257.2,11930.7,19579.6,19095.9,22748.2
140,17758.1,14262.8,11925.7,19575.9,19118.4,22739.1
160,17766.5,14250.2,11923.2,19579.8,19119.7,22725.6
180,17763.4,14253.5,11910.8,19568.2,19129.2,22733.8
200,17766.2,14253.7,11912.6,19561.2,19122.3,22739
220,17764,14248.6,11909.5,19578.7,19126.4,22734.8
240,17750.6,14256,11916.9,19568.8,19096.3,22737.3
260,17761,14252,11921.6,19569,19117.7,22750
280,17771.7,14251.3,11909.6,19564.2,19131.4,22753.7
300,17767.1,14254.7,11923.4,19558.7,19121.4,22759.8
320,17763.8,14260.3,11914.1,19581.2,19103.1,22740.7
340,17767.8,14251.5,11918.6,19565.9,19131.1,22753
360,17763.8,14260.1,11916,19589.5,19121.9,22744
380,17770.6,14255.7,11905,19579.9,19106.2,22728.8
400,17778.9,14255.4,11909,19561.8,19119.5,22756.1
420,17774.2,14248.7,11906.8,19580.2,19105.8,22746.2
440,17780.2,14248.1,11922,19580,19109.5,22745.6
460,17774.5,14264.4,11913.7,19559.4,19111.2,22737.8
480,17786.3,14266.2,11913.4,19586.2,19109.3,22744.3
500,17773.7,14268.9,11907.8,19578.4,19103.6,22746.7
520,17770.8,14266.9,11910.3,19586.1,19116.8,22743.8
540,17788.8,14267.8,11909,19581.5,19106.6,22746
560,17784.3,14273.8,11908.5,19592.1,19111.1,22727.6
580,17771.6,14273.4,11907.9,19598.3,19113.3,22729.1
600,17771.9,14260.6,11918.9,19596.2,19120,22729
620,17778.2,14270.5,11922.4,19581.5,19124.9,22721.4
640,17776.3,14273,11922,19587.4,19128.2,22730.4
660,17779.3,14267.9,11926,19586.5,19115.2,22735.7
680,17767,14278.9,11922.8,19568.7,19114.2,22750.7
700,17766.6,14282.5,11922.6,19563.9,19105.4,22734.1
720,17763.5,14268.2,11927.4,19581.2,19096,22721.5
740,17772,14269.3,11937.5,19566.3,19123.4,22701.4
760,17776.5,14276.9,11929.6,19580.9,19110.4,22728.1
780,17794.3,14277.1,11927,19579.6,19110.2,22732.2
800,17787.6,14286.6,11920.7,19572.6,19107.5,22736.6
