Time,HA_MISG1,HA_MISG2,HA_MISG3,HpA_MISG1,HpA_MISG2,HpA_MISG3
20,13367,16157.7,15098.7,18080.1,17310.7,14358.4
40,13371.5,16164.3,15095.5,18072.7,17296.2,14350.4
60,13357.9,16162.7,15105.6,18074.6,17291.1,14358.8
80,13349.4,16158.1,15090.8,18075.5,17293,14367.3
100,13362,16148.9,15096.4,18079,17302.9,14367.9
120,13362.9,16159.3,15100.1,18060.6,17304.9,14360.3
140,13358.1,16159.1,15087.7,18069.5,17285.4,14349
160,13362,16145.7,15092.4,18054.9,17292,14355.7
180,13358.3,16150.7,15101.3,18074.2,17305.8,14363.7
200,13346.9,16151.1,15099.8,18071.9,17280.3,14350.8
220,13346.8,16154.6,15091.9,18070.5,17293.5,14348
240,13354.1,16155.7,15089.2,18063.2,17287.5,14344.9
260,13356.2,16142.8,15077.9,18074.5,17277.3,14348.5
280,13353.1,16154,15086,18057.8,17287.7,14344.8
300,13352.2,16143.7,15075.3,18047.2,17259.7,14341.7
320,13351,16161.1,15070.1,18052.1,17270.1,14343
340,13347.4,16160.2,15067.3,18064.6,17281.6,14341.2
360,13344.1,16160.3,15066.1,18053.1,17268.9,14346.5
380,13354.4,16151.3,15062,18049.7,17253.4,14333
400,13343,16142,15062.1,18060.6,17265.5,14335.2
420,13365.4,16139.6,15091.4,18049.3,17262.3,14337.4
440,13352.2,16153,15069,18051,17257.5,14319.7
460,13357.4,16159.2,15077.8,18057.3,17256.6,14324.7
480,13348.4,16148.6,15061.5,18049.4,17257.5,14330.8
500,13353.6,16145.9,15069,18043.3,17250.4,14335.8
520,13354.2,16146.4,15073.6,18046.2,17251.2,14328.9
540,13357.6,16127,15077.3,18031.3,17244.7,14324.9
560,13355.7,16153.2,15069.8,18049,17239.7,14338.3
580,13359.4,16137,15064.5,18029.3,17242.1,14328.4
600,13347.8,16144.9,15073.9,18029,17249.3,14339.1
620,13350.4,16142.4,15064.3,18042.2,17240.9,14320.9
640,13351.8,16151.8,15074.9,18044.4,17256.1,14332.6
660,13358.8,16137.2,15072.4,18053.9,17225,14321
680,13347.2,16129.1,15066.2,18043.6,17230.8,14322.2
700,13342.2,16125.3,15066.1,18052.1,17231.1,14326.2
720,13366.6,16136.6,15056.9,18040.3,17228.2,14319.6
740,13349.8,16135.9,15078.5,18033,17231,14314.8
760,13339,16133.3,15069.6,18026.3,17235.1,14321
780,13360,16123.5,15074.4,18022.3,17225.3,14309.8
800,13349.6,16121.3,15045.2,18034.4,17238.3,14315.2
820,13346.8,16116.8,15069.8,18024.7,17252.6,14312
840,13354.2,16113.7,15077.8,18022.2,17252.3,14314.9
860,13347.6,16138.7,15068.3,18025.6,17243.4,14309.6
880,13350.5,16133,15063.9,18013,17232.7,14306.8
900,13342,16125.2,15053.7,18022.4,17233.5,14303.2
920,13353,16119.8,15067.9,18033.2,17228,14302.2
940,13347.1,16120.2,15065.7,18051.7,17217.9,14304.1
960,13352.1,16116.4,15069,18043.2,17245.9,14300.3
980,13341.2,16121.4,15069.8,18053,17242.8,14300.7
