Time,HA_MISG1,HA_MISG2,HA_MISG3,HpA_MISG1,HpA_MISG2,HpA_MISG3
20,21292,22979.7,18497.3,18202.4,17500.1,24055.9
40,21282.4,22975.9,18487.1,18211.2,17501.3,24038.1
60,21280.9,22979.6,18466.5,18222.8,17486.2,24035.6
80,21266.5,22954.8,18472.5,18215.5,17491.9,24055.1
100,21269.6,22955.8,18451.8,18212.8,17482.3,24053.5
120,21263.9,22940.4,18473.4,18207.1,17471,24047.9
140,21272.4,22971.3,18494.7,18215.3,17473.3,24053.3
160,21266,22951.2,18457.1,18219.8,17480.6,24049.2
180,21248.7,22957.5,18458.2,18215.9,17479.4,24061.4
200,21274.2,22930.6,18457.7,18204.5,17471.1,24035.7
220,21268.9,22926.1,18438.7,18210.6,17473.5,24035.5
240,21262.8,22938,18451.7,18214.4,17468.1,24028.2
260,21291.2,22952.9,18452.3,18216.7,17474.8,24013.6
280,21270.5,22922.2,18458.8,18208.9,17485.3,24022.4
300,21276.9,22916,18471.7,18199.4,17484.2,24015.5
320,21283.5,22935.3,18480.1,18214.1,17481.3,24019
340,21275.8,22929.7,18476.5,18192,17472.2,24021
360,21275.1,22926.5,18452.6,18209.2,17472.9,24023.9
380,21284.1,22922,18458.6,18194.8,17474.7,24031.1
400,21284.4,22934.5,18449.7,18199,17479.8,24023.7
420,21244.4,22934.6,18442.9,18193,17458.5,24023.4
440,21271.6,22935.5,18455.9,18204,17459.4,24020.5
460,21269.5,22926.4,18454.7,18201.8,17453.8,24024.7
480,21262.7,22931.5,18437.5,18188.2,17462.9,24050.2
500,21253.4,22941.8,18432.1,18201.6,17469.2,24041.4
520,21233,22929.3,18448.9,18211.6,17463.9,24048.3
540,21235.5,22937.2,18450.8,18194.7,17458,24040.6
560,21253.9,22933.9,18439,18182.5,17455.2,24040.7
580,21251.1,22944.9,18425.1,18200,17457.1,24034.6
600,21252.2,22926.9,18431.9,18211,17456.3,24037.3
620,21252.9,22920.5,18451.6,18203.5,17466.7,24042.4
640,21254.3,22929.8,18435.7,18195.9,17453.8,24030
660,21236,22905.8,18424.6,18186.6,17449.7,24035.1
680,21242,22903.3,18414.8,18186,17443.5,24042.5
700,21265,22905.6,18414.1,18191.9,17441.5,24030.9
720,21258.3,22884.9,18416.1,18202.9,17439.8,24037
740,21251.7,22903.3,18408.8,18193.3,17426.4,24031.7
760,21232.7,22909,18400.6,18192.1,17442,24040.5
780,21250.6,22915.5,18402.5,18177.8,17450.2,24026.8
800,21240.4,22930.2,18413.2,18191,17442.3,24030.9
820,21250.8,22904.3,18410.7,18169.5,17427.7,24015.2
840,21219.5,22908.4,18403,18180.4,17446.4,24022.5
860,21233.3,22913.4,18412.7,18175.2,17434.1,24012.2
880,21243.4,22918.2,18423,18171,17439.9,24012
900,21240.6,22931.2,18414.1,18181.8,17456.2,24002.7
920,21230.4,22917.1,18414.4,18175.9,17436.7,24013.8
940,21219.1,22905.4,18407.9,18171.1,17433.5,23994.6
960,21243.6,22901.4,18412.6,18179.1,17437.2,23983.4
980,21238.4,22906.8,18409.2,18170.4,17419.5,23998.1
1000,21261,22887.5,18411.1,18191.2,17443.2,24009
1020,21248.4,22886.7,18431.4,18184.6,17432.1,23998.8
1040,21244.2,22870.5,18410,18189.8,17424.2,24012.9
1060,21250.1,22920.6,18410.2,18175.8,17416,24006
1080,21237.9,22902,18408.9,18166.7,17419.8,23995.2
1100,21254.4,22914.8,18394.9,18150.5,17415.6,23977.7
1120,21248.2,22899.5,18395.5,18176.7,17418,23983
1140,21235.4,22911.9,18414.5,18165,17411.6,23999
1160,21227.3,22872.9,18411.9,18151,17433,23979.8
1180,21244.9,22894,18402.4,18169.1,17424.6,23993
1200,21228.1,22902.8,18394.3,18143.7,17433.3,23973.5
1220,21333.8,23053.7,18516.9,18257.9,17538.4,24135.3
1240,21557.6,23322.3,18751.6,18438.3,17706.2,24342.1
1260,21662.8,23450,18862.3,18524.4,17780.2,24469.4
1280,21734,23546.6,18931.4,18559.5,17830,24522.6
1300,21757.8,23629.1,19027.6,18607.7,17855.9,24559.9
1320,21781.6,23658,19069.1,18628.1,17895.1,24575.5
1340,21828.1,23743.4,19107.8,18677.1,17918.6,24622.3
1360,21850.7,23787.5,19142,18676.2,17913.5,24644
1380,21870,23832.9,19190.9,18719.2,17945,24684.7
1400,21904,23857.5,19202.4,18724.5,17955.3,24652.8
1420,21921.2,23912.4,19251.9,18718.8,17991.3,24699
1440,21938.6,23936.9,19293.4,18706.4,17972.7,24707.6
1460,21968.7,23968.3,19290.6,18747.3,17990.1,24719.4
1480,22003.7,24013.1,19309.3,18741.9,18007.9,24730.9
1500,22002.5,24010.8,19346.4,18756.4,17995.8,24735.2
1520,22021.8,24032.6,19370.4,18772.3,18019.9,24772.3
1540,22040.1,24042.5,19399.4,18764.5,18034.3,24778.9
1560,22082.2,24086,19395.4,18795,18040.1,24810.1
1580,22068.6,24114.4,19400.6,18823.3,18079.6,24837.2
1600,22065.9,24115.7,19431.5,18819.2,18071.1,24819.7
1620,22096.3,24162.3,19437,18812.2,18089.6,24831
1640,22087.2,24087.8,19461.8,18803.4,18092.9,24863.9
1660,22075,24132.5,19488.2,18801.9,18093.8,24867.1
1680,22104.6,24171,19491.2,18809.5,18084.9,24876.8
1700,22125.3,24146.9,19498.5,18836.8,18106.1,24871.3
1720,22122.9,24187.6,19525.2,18832.8,18099,24878.4
1740,22133.6,24212.1,19518.6,18821,18101.2,24904.4
1760,22148.6,24205.7,19538.9,18830.5,18090.4,24890.5
1780,22127.8,24214,19540.7,18822,18115.8,24892.4
1800,22174.8,24239.5,19584.7,18838,18099.3,24918.1
1820,22176.4,24256.7,19557.2,18846.8,18118.1,24895.1
1840,22153.9,24257.7,19584.5,18826,18145.7,24908.8
1860,22170.9,24249,19558.3,18843.9,18161.8,24926.2
1880,22179.8,24259.5,19580.1,18865.2,18143.1,24946.7
1900,22187.8,24261.6,19605.8,18855.8,18159.5,24921.4
1920,22207.1,24292.3,19582.7,18870.3,18149.3,24933.3
1940,22198.4,24268.9,19612,18875.9,18156,24969
1960,22226.2,24336.4,19608.8,18858.2,18161.6,24946.9
1980,22209.7,24288.1,19604.2,18848.7,18155.1,24949.8
2000,22236.3,24320.1,19612.8,18864.3,18157,24978.2
2020,22240.7,24320.6,19639.7,18853.6,18179.1,24952.8
2040,22244.9,24333.7,19643.6,18897.4,18176.4,24984.5
2060,22252.2,24327.6,19623.6,18892.5,18186,24997.3
2080,22282.7,24332,19652.7,18892.4,18203.2,25014.9
2100,22261.2,24318.6,19660.5,18897.4,18201.8,25022.3
2120,22265.7,24349.2,19679.1,18891.6,18183.3,25008.5
2140,22286.1,24390.5,19690.2,18898.4,18189.7,25051
2160,22295.2,24370.6,19683.2,18908.6,18189.8,25029.3
2180,22304.4,24377.5,19687.5,18929,18211.4,25011.1
2200,22329.6,24393.8,19700.1,18919.9,18211.2,25060.3
2220,22336.4,24383.2,19688.5,18923.3,18225.6,25049.6
2240,22295.5,24383.3,19701.1,18900.1,18226.8,25034.5
2260,22326.9,24401.1,19682.3,18933.5,18221,25039.7
2280,22334.7,24397.3,19710,18940.8,18240.7,25045.5
2300,22321.9,24410.2,19703.2,18938.8,18241.3,25046.6
2320,22331,24427.8,19712.1,18923.7,18243.2,25071
2340,22329.9,24443.3,19739.1,18930.6,18224.5,25074.6
2360,22332.4,24448.3,19738.7,18920.2,18238.5,25068
2380,22322,24476.9,19744.3,18942.2,18243.1,25049.2
2400,22297.1,24473.7,19746.6,18957.2,18264,25059.9
2420,22239.9,24293,19649.5,18884.8,18175.3,24971.2
2440,22027.6,23989.8,19405.3,18734.4,18009.2,24771.8
2460,21893.5,23862.8,19294.5,18662.9,17935.6,24682
2480,21893.5,23748.5,19203,18625.9,17878.9,24642.2
2500,21785.7,23699.1,19114.1,18572.6,17845.4,24588.6
2520,21758.5,23615.7,19081.8,18555.7,17823.2,24566.1
2540,21712.4,23576.3,19032.8,18546.1,17795.9,24540.5
2560,21693.8,23561,19009.1,18508.1,17796.4,24517.6
2580,21668.5,23515.5,18975.3,18528.8,17767.2,24520.4
2600,21640.7,23484.4,18942.4,18502.5,17762.1,24497.9
2620,21658.7,23449.2,18920.9,18486.2,17742.9,24475.4
2640,21622.5,23460.2,18900.1,18485.2,17726.4,24478.5
2660,21638.3,23411.4,18900.1,18463.2,17727.4,24459.3
2680,21602.3,23432.7,18862.3,18473.4,17727.4,24459.3
2700,21585.5,23422.8,18839.2,18428.5,17722,24456.2
2720,21591.2,23392.5,18849.4,18468.7,17711.9,24451.5
2740,21567.6,23367.4,18823,18450.9,17695.2,24427.2
