Time,HA_MISG1,HA_MISG2,HA_MISG3,HpA_MISG1,HpA_MISG2,HpA_MISG3
20,13377.2,16136.4,15214.9,17741.2,16967.5,14075.7
40,13391.3,16126,15219.7,17747.3,16970.3,14069.4
60,13370.8,16138.8,15204.1,17765.1,16964.2,14073
80,13381.6,16132.3,15218.2,17759.8,16981.9,14067
100,13386.3,16126.1,15204.7,17755.8,16977.5,14067.4
120,13372.2,16134.8,15212.2,17773.5,16969.3,14071.4
140,13377.7,16121.2,15202.9,17767.5,16974.6,14080.3
160,13376.2,16131.5,15215.4,17757.4,16970.5,14073
180,13369.8,16120.4,15225.9,17779.5,16997.1,14075.5
200,13373.3,16130.8,15215,17791.5,16990.9,14081.2
220,13384.7,16139.8,15227.3,17778.2,16992.4,14077.3
240,13374.9,16138.9,15208.7,17779.4,16977.7,14075.7
260,13387.2,16138.6,15205.7,17795.8,17003.5,14077.4
280,13377.6,16131.5,15223.1,17787.7,16988.2,14075.1
300,13379,16125.1,15211.7,17781.8,16988.8,14076.7
320,13385.5,16143.7,15225.3,17784.9,16992.7,14086.3
340,13385.1,16133.4,15233.1,17790.1,16995.1,14081.2
360,13385.4,16134.4,15218.9,17797.3,16985.8,14088.7
380,13393.1,16133.3,15215.1,17780.9,16982.4,14081.4
400,13384.4,16118.3,15215.5,17800.3,16989.2,14084
420,13392.2,16111.6,15217.7,17788.7,17001,14080.5
440,13382.2,16138.6,15219.8,17804.3,16994.1,14091.8
460,13372.6,16116.4,15202.7,17787.3,16987.2,14071.3
480,13367.6,16121.7,15197.2,17803.2,16984.7,14084.2
500,13374.9,16129.6,15207.8,17803.2,16984.7,14081.2
520,13380.1,16121.4,15198,17777.8,16992.4,14091.3
540,13372.1,16118.6,15199.6,17790.5,16982.7,14071.9
560,13368.9,16137.8,15200,17772,16992.2,14085.6
580,13374.3,16122.1,15200.4,17798.5,16988,14086
600,13377.9,16114.1,15210.8,17791.1,16998.1,14087.1
620,13389.1,16126,15210.6,17793.1,16993.3,14075.4
640,13385.2,16114.9,15224,17789.8,16995.1,14077.2
660,13383,16119.1,15208.3,17794.5,16985.9,14086.8
680,13369.9,16126.1,15217.4,17787.4,16985.4,14081.5
700,13366,16130.9,15225.4,17779.2,16992.6,14078.8
720,13386.3,16135.5,15228.4,17778.6,16995.6,14083.1
740,13359.7,16125,15237.3,17786.2,16992.7,14069.6
760,13370.7,16126,15219.4,17783.3,16978.7,14086.1
780,13367.7,16130.2,15223.3,17785.9,16990,14081.3
800,13368.2,16117.2,15217.8,17788.3,16988.1,14091.5
820,13365,16126.5,15213,17791.1,16987.6,14084.7
840,13371.7,16125.6,15213.3,17793.6,16983.1,14085.4
