Time,HA_MISG1,HA_MISG2,HA_MISG3,HpA_MISG1,HpA_MISG2,HpA_MISG3
20,16115.2,21446.4,17798.2,14225.9,11730.2,13050.6
40,16124.8,21483.1,17789.9,14215.4,11732.2,13040.2
60,16116.4,21461.4,17794.4,14225.9,11734.3,13046
80,16095.6,21465.7,17780.1,14216.9,11735,13038.8
100,16101.1,21466.6,17783,14210.3,11727.5,13039.6
120,16096.1,21454.7,17779.4,14222.8,11737.3,13041.3
140,16089.5,21454.8,17779.8,14206.3,11721.4,13030.4
160,16100.5,21441.1,17771.5,14212.9,11732.6,13035.7
180,16101.4,21450.8,17774.9,14206.1,11726,13028.8
200,16085.5,21451.1,17779.8,14212.1,11718.2,13029.3
220,16091.2,21441.1,17782.3,14215.6,11713.5,13023.8
240,16092.8,21426.9,17773.9,14210.5,11716.6,13029.3
260,16092.2,21420.7,17776.8,14208.8,11713.2,13028.6
280,16087.2,21447,17760.5,14213.9,11715.4,13028.6
300,16095,21433,17772.2,14204.3,11715,13023.4
320,16074.9,21405,17772.3,14206.7,11710.6,13022.2
340,16078,21425.6,17763.4,14204.5,11714,13026.5
360,16073.7,21413.6,17783.3,14208.7,11716.4,13024.1
380,16076.8,21426.8,17770.1,14208.2,11713,13018.3
400,16062.8,21415.9,17770.2,14204.3,11705.5,13022.7
420,16077,21427.2,17766.5,14200.1,11710.5,13024.5
440,16062.6,21422.3,17758.1,14194.5,11714.7,13020.4
460,16074.4,21420.9,17791.5,14192.5,11709.1,13026.5
480,16070.4,21431.2,17780.2,14196.6,11703.2,13024.7
500,16069.4,21416.5,17769.8,14192.1,11700.7,13014
520,16060.5,21407.4,17756.3,14194.8,11711,13011.6
540,16068.2,21401.5,17741.7,14191.3,11698.1,13017.9
560,16074.9,21401.5,17747.1,14192.5,11696.2,13004.3
580,16081,21372.6,17755,14188.5,11696.4,13007.8
600,16079.7,21376.4,17749,14189.7,11699.5,12999
620,16077.6,21398.9,17756.4,14190.2,11704.1,12997.4
640,16058.1,21393.4,17740.2,14188.3,11704.6,12998.5
660,16069.9,21381.5,17757.3,14187.4,11702.5,12998.3
680,16065.3,21368.2,17744.3,14186.3,11696,13006.2
700,16066.1,21396,17749.2,14179.7,11698.7,13004.1
720,16056.4,21382.6,17743.6,14176.1,11700.3,13001.2
740,16073.1,21383.9,17745.4,14184,11684.3,13002.7
760,16075.2,21385,17743.2,14181,11694.1,13000.9
780,16057.2,21388.3,17730.4,14170.9,11689.6,13000.8
800,16070.4,21376.9,17739.4,14177.4,11696.3,13000.1
820,16052.5,21374.7,17752.1,14174.6,11692,13002.2
840,16061.4,21389.5,17730.8,14173.5,11682.8,12994.5
860,16058,21366.6,17731.8,14165.6,11694.9,13000.2
880,16062.2,21377.6,17723.7,14187.8,11687.5,12991.4
900,16056.9,21358.4,17730.2,14165,11688.4,12989.1
920,16056.3,21360.6,17718.6,14173.8,11694,12989.9
940,16062.4,21367.3,17720.2,14174.8,11696.4,12988
960,16062.9,21370.5,17725.3,14171.7,11694.8,12983.7
980,16058.2,21369.5,17730.9,14169.5,11692.2,12988.2
1000,16057.6,21367.5,17719.2,14171.1,11705,12985.8
1020,16064.9,21360.5,17719.5,14168.8,11694.8,12990.9
1040,16041.5,21368.2,17714,14171.3,11687.9,12989.5
1060,16050.6,21360.8,17730.1,14166.9,11688.8,12993.9
1080,16047,21382.6,17727.5,14167.3,11691.5,12985.6
1100,16059.8,21360.2,17720.2,14173.4,11689.2,12989.1
1120,16059.1,21357.2,17718,14159.7,11689.3,12993.6
1140,16052,21359.3,17721.9,14160,11690.5,12994.5
1160,16050.1,21363.4,17717.3,14161,11687.9,12990.6
1180,16063.2,21362.8,17724.4,14155.6,11692,12983
1200,16038.6,21344.1,17733.8,14159,11691,12971.9
1220,16264.6,21727.6,18016.6,14185.1,11719.6,13020
1240,16505.8,22152.4,18323,14261.2,11787.7,13088.9
1260,16652.4,22338.4,18455.9,14283,11803.4,13117.1
1280,16710.8,22465.5,18574.6,14291.8,11822.7,13139.4
1300,16781.7,22556.2,18627.2,14306.5,11845.5,13149.5
1320,16835.2,22602.6,18688,14335.4,11848.1,13165.8
1340,16841.4,22658.3,18714.1,14333.8,11859.9,13172.4
1360,16890.7,22722.9,18762,14337,11862,13181.8
1380,16912.9,22774.5,18799.4,14340.2,11865.8,13181.9
1400,16950.5,22821.7,18819.4,14362.6,11868.2,13178
1420,16978.2,22855.9,18852.6,14364.2,11874.1,13191.7
1440,16992.5,22905.3,18863.4,14368.1,11879,13192
1460,17002.5,22905.5,18896.1,14373.3,11882.1,13199.9
1480,17042.4,22928.4,18921.9,14367.7,11884.5,13200.4
1500,17065.4,22991.6,18924.5,14372.5,11883.9,13198.1
1520,17046.2,23016,18953,14379.1,11901.3,13210.2
1540,17109.8,23048,18971.1,14387,11899.1,13213.9
1560,17082.2,23060.2,18993.8,14381.1,11902.9,13207.5
1580,17107.6,23076.1,19009.3,14393,11904,13223.6
1600,17111.6,23106.7,19032.3,14393.2,11907.7,13217
1620,17116.6,23127.5,19047.8,14397.7,11913.6,13213.2
1640,17157.2,23143.4,19073.6,14396.8,11912.9,13228.1
1660,17164.8,23132.1,19060,14408.9,11915.3,13229.5
1680,17189,23222.7,19082.1,14415.2,11916.6,13216.7
1700,17197.9,23238.7,19110.1,14422.4,11918.7,13228.6
1720,17194,23216.6,19123.9,14424.7,11918.1,13230.4
1740,17203.3,23258.6,19141.7,14411.7,11925.6,13243.9
1760,17217.9,23288.9,19163.2,14416.4,11922,13238.5
1780,17236.8,23265.7,19121.6,14420.7,11927.1,13247.2
1800,17258.1,23270.2,19164.2,14431.9,11930.1,13241.6
1820,17269.9,23287.1,19173.1,14423.1,11938.9,13238.6
1840,17270.2,23300.5,19147.8,14412.7,11933.5,13253.6
1860,17304.6,23351.7,19159.6,14431.9,11933.5,13252.5
1880,17295.8,23364.4,19185.1,14426.6,11945.3,13253.7
1900,17326.5,23379,19211,14435.1,11937.3,13269.4
1920,17310.4,23413.2,19220.1,14431.4,11940.6,13268.1
1940,17323.2,23426.7,19227.4,14437,11943.7,13259.9
1960,17358.5,23452.9,19255.6,14430.9,11951.9,13259.7
1980,17359,23475.1,19262.2,14443.3,11955.2,13272.9
2000,17385.4,23453.2,19291,14432.7,11953.4,13267
2020,17360.2,23494.7,19276.8,14455.2,11958.9,13268.6
2040,17396.8,23499.2,19307.6,14448.2,11953.4,13275.6
2060,17395.4,23498.2,19312,14442.7,11959.7,13277
2080,17394,23510.1,19329.9,14460.2,11963.7,13284.9
2100,17407.1,23508.1,19328.7,14454.3,11957.8,13286.6
2120,17409.3,23557.3,19321,14449.6,11965.1,13288.7
2140,17415.2,23551.3,19330.7,14457.1,11969.3,13291.1
2160,17406.2,23546.2,19352.2,14452.9,11970.7,13294.2
2180,17447.1,23563.2,19374.4,14461.8,11963.1,13297.5
2200,17460.1,23606.5,19395.4,14461.1,11965.8,13293.3
2220,17447.9,23615.4,19414.6,14456,11969.6,13298.1
2240,17469.7,23613.2,19400.6,14461.5,11963.2,13308.6
2260,17455.5,23591.2,19430,14464,11969.1,13292.1
