Time,HA_MISG1,HA_MISG2,HA_MISG3,HpA_MISG1,HpA_MISG2,HpA_MISG3
20,16377.7,21873.2,18071.9,19897.4,16554.9,19568.5
40,16377.7,21883.8,18049.9,19908.9,16545.2,19589.2
60,16390.3,21876.5,18054.1,19900.3,16545.2,19586.9
80,16389.2,21847.7,18038,19889,16550.1,19575.3
100,16377.5,21838.8,18041.8,19886.3,16528.7,19593.1
120,16378.8,21862,18049.4,19884.8,16546.5,19580.2
140,16371.6,21831.1,18067.3,19883.3,16548.6,19583.7
160,16371.8,21830.1,18024.9,19888.4,16544.7,19580.3
180,16365.5,21859.8,18049.5,19880,16546.4,19588.7
200,16389.3,21838.5,18042.7,19883.5,16541.7,19583.2
220,16377.4,21854.7,18036.6,19899,16546.7,19589.8
240,16374.4,21848.6,18042.7,19890.1,16532,19586.9
260,16368,21822.5,18060.6,19887.1,16535.5,19579
280,16364.2,21835.9,18058.5,19890.4,16541.2,19563.1
300,16369.4,21827.6,18054.6,19879.5,16535.7,19584.9
320,16369.8,21834.4,18049.2,19884.3,16539.9,19563.9
340,16372,21830.7,18057.6,19874.4,16542.9,19577.2
360,16361.7,21820.8,18049.4,19875.7,16535.7,19578.1
380,16366.9,21830.1,18040.3,19874.4,16534.7,19576.2
400,16364.7,21816.7,18045.3,19865.9,16540,19583.8
420,16367,21832.1,18033.8,19865.3,16541.6,19574.1
440,16358.8,21842.2,18043.2,19868.4,16528.9,19590.8
460,16347.3,21834.4,18036.7,19863.3,16525.6,19573.6
480,16368,21842.7,18046,19864,16536.9,19568.5
500,16358.9,21822,18031.6,19870.8,16541.2,19571.9
520,16357.4,21811.9,18030.5,19849.3,16543.2,19569.6
540,16370,21812.7,18036.9,19854,16534.6,19573.8
560,16379.1,21807.8,18039.4,19850.3,16532.1,19567.3
580,16362.6,21837.2,18046.1,19836.8,16520.5,19567.9
600,16352.7,21817.2,18032.6,19856.3,16516.2,19555.3
620,16376.5,21830.2,18037,19849.8,16523.2,19569.9
640,16371.1,21833.4,18048.5,19850.3,16518.6,19557.3
660,16357.2,21824.5,18052.8,19851.8,16515.6,19569.8
680,16371.6,21832.6,18049.5,19845.4,16528.3,19552.3
700,16373.5,21820.7,18051.6,19841.1,16509.2,19559.1
720,16358.8,21805.5,18049,19850.2,16513.4,19554.4
740,16363.2,21806.9,18038.4,19841,16523.9,19550.2
760,16356.9,21809.5,18029.7,19857.2,16525.5,19555.1
780,16346.8,21807.4,18052.7,19836,16521,19556.6
800,16366.6,21798.5,18038,19848.5,16510.3,19546.3
820,16361.1,21794.2,18032.8,19834.1,16510.4,19558.1
840,16342.6,21783.2,18029.7,19838.8,16520.6,19532.8
860,16345.8,21794.4,18037.6,19853.9,16522.9,19542
880,16353.4,21815.4,18016.3,19830.2,16508.4,19547.1
900,16346.4,21811.1,18026.7,19832,16517.8,19531.2
920,16346.3,21801.8,18026.2,19842.1,16504.2,19534.4
940,16350.1,21781.1,18028.7,19856.3,16512.2,19537.6
960,16352.3,21791.4,18044.5,19829.9,16497.7,19547.6
980,16355.1,21810,18037,19817.3,16502.7,19541.7
1000,16352.1,21811.3,18035.4,19824.7,16507.5,19548.9
1020,16348.5,21811.7,18020.6,19829.3,16505,19528.2
1040,16353.6,21796,18025.8,19834.2,16500.3,19526.1
1060,16339.6,21817.9,18021.6,19830.3,16499.7,19521.6
1080,16343.8,21778.6,18006.7,19822.3,16509.8,19524.9
1100,16353.1,21793.5,18009.2,19812.2,16510,19535.7
1120,16360.2,21795.9,18021.1,19830,16512.3,19533.2
1140,16343.3,21812.5,18008.2,19810.3,16519.2,19532.7
1160,16349.5,21787.5,18016.9,19811.4,16492,19541.5
1180,16345.6,21784.5,18019.9,19806.5,16503.1,19526.7
1200,16349.4,21774.5,18014.3,19799.4,16495.3,19527.4
1220,16521.4,22112.6,18260.9,19862.4,16534.1,19612.1
1240,16742.7,22477.5,18539,19957,16610.3,19706.9
1260,16842.1,22655,18656,19986,16629.9,19757.5
1280,16929.9,22758.2,18710.8,20004.9,16660.7,19767.5
1300,16980.5,22846,18768.5,20029.1,16677.4,19787.4
1320,17004.1,22922.5,18836,20050.9,16695.2,19813.1
1340,17048.3,22971.3,18862.5,20059.9,16699.1,19829.6
1360,17051.9,23016.4,18893.6,20053.1,16703.9,19829.4
1380,17073.7,23055.9,18954.3,20058.7,16708.5,19835.9
1400,17114.9,23084.3,18949.7,20069.9,16711.8,19876.6
1420,17135.9,23142.2,18969,20083.3,16725.3,19865.6
1440,17165.9,23144.6,19007.5,20078.4,16727.4,19870.6
1460,17173.5,23183.3,19034.3,20097.3,16731.7,19872.4
1480,17153.8,23194.7,19054.2,20093.4,16730,19895.4
1500,17207.8,23215.2,19066,20104.2,16748.4,19926.9
1520,17209.3,23205.8,19093,20079.8,16746.5,19907.1
1540,17218.1,23239.9,19084.2,20092.2,16745.5,19914.9
1560,17240.9,23267.2,19104.8,20092.3,16738.7,19918.7
1580,17238.2,23299.2,19110.7,20090.3,16764.4,19948.3
1600,17253.1,23297.7,19114.6,20107.6,16757,19943.9
1620,17267.7,23320.7,19154.4,20105.4,16757.7,19937.8
1640,17282.9,23338.5,19171.9,20107,16765,19953.3
1660,17292.7,23356.4,19173.6,20121.7,16766.1,19914.8
1680,17297.7,23342.2,19200,20112.4,16774.6,19948.4
1700,17304.8,23358.1,19179.9,20109.5,16768.3,19968.6
1720,17297,23378.9,19189.7,20108.5,16766.1,19950.6
1740,17325.4,23399.6,19226.4,20108.7,16779.7,19969.2
1760,17350.1,23415.7,19222.1,20129.6,16790.7,19960
1780,17328.7,23422.8,19225.7,20121.8,16783.1,19968.6
1800,17331.6,23429.5,19254.2,20136.5,16785.5,19974.6
1820,17349.5,23416.8,19274.2,20122.8,16795.3,19994.2
1840,17354.2,23437.6,19268.5,20126.7,16803.2,19999.6
1860,17360,23459.1,19293.7,20140.2,16788.3,19995
1880,17375.3,23473.7,19326.4,20150.4,16809.1,20006.5
