Time,HA_MISG1,HA_MISG2,HA_MISG3,HpA_MISG1,HpA_MISG2,HpA_MISG3
20,16525.4,22141.2,18257.5,19897.4,16554.9,19568.5
40,16529.2,22148.2,18258.6,19908.9,16545.2,19589.2
60,16518.3,22141.5,18252,19900.3,16545.2,19586.9
80,16519.6,22115.6,18285.9,19889,16550.1,19575.3
100,16526.9,22128.1,18286.1,19886.3,16528.7,19593.1
120,16517.3,22121.2,18256.5,19884.8,16546.5,19580.2
140,16508.7,22129.7,18265.1,19883.3,16548.6,19583.7
160,16509.7,22125.2,18267.4,19888.4,16544.7,19580.3
180,16511.5,22110.7,18252.5,19880,16546.4,19588.7
200,16517.6,22124.1,18244,19883.5,16541.7,19583.2
220,16509.7,22102.5,18235.4,19899,16546.7,19589.8
240,16501.7,22098,18246,19890.1,16532,19586.9
260,16518.5,22122.5,18247.1,19887.1,16535.5,19579
280,16502.5,22122.9,18230.1,19890.4,16541.2,19563.1
300,16515.6,22102.2,18223,19879.5,16535.7,19584.9
320,16516.4,22102.3,18235.4,19884.3,16539.9,19563.9
340,16490.9,22092,18239.9,19874.4,16542.9,19577.2
360,16489.1,22092.7,18240.5,19875.7,16535.7,19578.1
380,16484.4,22081.8,18227.8,19874.4,16534.7,19576.2
400,16485.9,22078.3,18230.1,19865.9,16540,19583.8
420,16482.8,22066.9,18205.4,19865.3,16541.6,19574.1
440,16491.6,22051.5,18227.1,19868.4,16528.9,19590.8
460,16494.4,22067.6,18236.4,19863.3,16525.6,19573.6
480,16502.2,22064.2,18232.7,19864,16536.9,19568.5
500,16491.3,22076.4,18218.6,19870.8,16541.2,19571.9
520,16496,22096.5,18224.5,19849.3,16543.2,19569.6
540,16486.5,22081.9,18221.1,19854,16534.6,19573.8
560,16493.7,22072.3,18214.4,19850.3,16532.1,19567.3
580,16497.1,22074,18187.9,19836.8,16520.5,19567.9
600,16486.3,22074,18187.4,19856.3,16516.2,19555.3
620,16486.2,22057.2,18224.3,19849.8,16523.2,19569.9
640,16474.7,22071.2,18207.8,19850.3,16518.6,19557.3
660,16473.8,22050.2,18197.3,19851.8,16515.6,19569.8
680,16479.3,22059.1,18187,19845.4,16528.3,19552.3
700,16478.9,22065.3,18194.5,19841.1,16509.2,19559.1
720,16486.1,22050.2,18203.3,19850.2,16513.4,19554.4
740,16478.8,22050.7,18185.9,19841,16523.9,19550.2
760,16478.7,22073.2,18187.7,19857.2,16525.5,19555.1
780,16495.4,22053.5,18204.1,19836,16521,19556.6
800,16488.6,22041.8,18171.9,19848.5,16510.3,19546.3
820,16471.9,22069.9,18190.8,19834.1,16510.4,19558.1
840,16482.6,22054.1,18187.3,19838.8,16520.6,19532.8
860,16483.3,22049.3,18196.5,19853.9,16522.9,19542
880,16470.2,22021.4,18185.6,19830.2,16508.4,19547.1
900,16488.9,22045.4,18164.5,19832,16517.8,19531.2
920,16465.5,22028.7,18173.7,19842.1,16504.2,19534.4
940,16476.7,22046.3,18177.6,19856.3,16512.2,19537.6
960,16462.7,22043.4,18155.8,19829.9,16497.7,19547.6
980,16459,22033.9,18173.2,19817.3,16502.7,19541.7
1000,16470.2,22037.5,18181.3,19824.7,16507.5,19548.9
1020,16471.8,22023.7,18169.6,19829.3,16505,19528.2
1040,16472.4,22002.8,18156.9,19834.2,16500.3,19526.1
1060,16469.6,22011.8,18165.5,19830.3,16499.7,19521.6
1080,16464.7,22000.6,18150.4,19822.3,16509.8,19524.9
1100,16458.7,22000.2,18175.2,19812.2,16510,19535.7
1120,16469.2,22005.8,18166,19830,16512.3,19533.2
1140,16455.8,22013.6,18148.1,19810.3,16519.2,19532.7
1160,16466.2,22009.5,18147.9,19811.4,16492,19541.5
1180,16450.3,21985.4,18162.7,19806.5,16503.1,19526.7
1200,16447.9,21980.5,18145.9,19799.4,16495.3,19527.4
1220,16612.2,22259.9,18395.7,19862.4,16534.1,19612.1
1240,16892.8,22665.6,18682.7,19957,16610.3,19706.9
1260,16982.1,22854.2,18845.5,19986,16629.9,19757.5
1280,17048.7,22950.3,18905,20004.9,16660.7,19767.5
1300,17091.5,23027.7,18992.5,20029.1,16677.4,19787.4
1320,17124,23098.3,19003.5,20050.9,16695.2,19813.1
1340,17157.2,23132.4,19040.6,20059.9,16699.1,19829.6
1360,17184.4,23183,19078.9,20053.1,16703.9,19829.4
1380,17220.1,23220.6,19136.1,20058.7,16708.5,19835.9
1400,17241.3,23286.1,19166.4,20069.9,16711.8,19876.6
1420,17272.9,23298.7,19180.9,20083.3,16725.3,19865.6
1440,17276.1,23346.8,19198.1,20078.4,16727.4,19870.6
1460,17284.2,23346.6,19220.1,20097.3,16731.7,19872.4
1480,17298.5,23386,19226.9,20093.4,16730,19895.4
1500,17314.4,23390.9,19251.7,20104.2,16748.4,19926.9
1520,17324.1,23457.8,19265.4,20079.8,16746.5,19907.1
1540,17341.6,23458.5,19275.8,20092.2,16745.5,19914.9
1560,17360.5,23458.5,19275.8,20092.3,16738.7,19918.7
1580,17363.7,23508,19315,20090.3,16764.4,19948.3
1600,17374.3,23506.8,19315.1,20107.6,16757,19943.9
1620,17395.7,23513.4,19338.9,20105.4,16757.7,19937.8
1640,17375.4,23522,19337.4,20107,16765,19953.3
1660,17407.4,23581.3,19387.6,20121.7,16766.1,19914.8
1680,17390,23584.5,19343.6,20112.4,16774.6,19948.4
1700,17415.7,23571.8,19365.7,20109.5,16768.3,19968.6
1720,17413.5,23559.7,19395.2,20108.5,16766.1,19950.6
1740,17431.4,23601.2,19408.2,20108.7,16779.7,19969.2
1760,17416.9,23602.7,19400.4,20129.6,16790.7,19960
1780,17439.7,23610,19409.3,20121.8,16783.1,19968.6
1800,17414.6,23614,19401.4,20136.5,16785.5,19974.6
1820,17432.9,23645.3,19423.2,20122.8,16795.3,19994.2
1840,17442.4,23668.2,19418.8,20126.7,16803.2,19999.6
1860,17439.8,23683,19458.4,20140.2,16788.3,19995
1880,17476.6,23675.5,19438,20150.4,16809.1,20006.5
1900,17466.7,23695.2,19443.6,20128.7,16791.8,20010.4
1920,17483,23652.3,19499.7,20142.1,16806,19989.2
1940,17487.2,23696.6,19447.5,20128.6,16815.5,20001.1
1960,17499.1,23705.3,19482.8,20136.3,16813.4,20014.4
1980,17499,23719.6,19497.9,20147.7,16828.5,20006
2000,17518.3,23702.9,19463.8,20132.6,16806.9,20044
2020,17516.9,23725.6,19479.5,20134.2,16828.1,20034.7
2040,17532.7,23734.8,19474.9,20170.1,16826.2,20025.3
2060,17535.6,23768,19509.3,20160,16824.9,20026
2080,17555.2,23766.6,19538.2,20149.5,16842.6,20041.4
2100,17551.5,23751.5,19541.3,20147.9,16846.3,20047.7
2120,17560.8,23753.5,19552.9,20157.8,16845.5,20058
2140,17562.9,23818,19560.9,20152.4,16834,20055.9
2160,17566,23781.8,19565.6,20163.8,16846.7,20047.9
2180,17573.1,23777.4,19565.6,20191.1,16843.3,20071.9
2200,17580.2,23793.5,19579.6,20167.9,16856.4,20065.2
2220,17593.5,23816.7,19598.9,20172.1,16839.3,20066.6
2240,17607.4,23814.9,19578.9,20181.6,16856.9,20041.6
2260,17627.4,23829.5,19603.2,20198.9,16858.4,20066.8
2280,17631.2,23859.3,19596.8,20183.9,16869.5,20064.2
2300,17617.4,23859.6,19614.5,20164.4,16863.6,20082.5
2320,17618.4,23872.2,19655.3,20175.7,16857.7,20081
2340,17621.9,23905.2,19653.9,20190.2,16870.1,20091.9
2360,17622.7,23894.3,19653.1,20203,16858.6,20080.8
2380,17637.9,23932.1,19668.5,20169.3,16868.8,20085.4
2400,17664.6,23921.9,19657.7,20172.9,16875.1,20100.1
2420,17429.7,23560.9,19387.9,20141.2,16823,19999.9
2440,17138.5,23148,19099.4,20064.4,16751.3,19933.2
2460,17031.5,23000.7,18968.5,20042.5,16729.1,19882.8
2480,16984.5,22927.4,18897.9,20054.9,16714.2,19864.7
2500,16927.3,22824.9,18823.9,20032.3,16717.7,19835.7
2520,16887.5,22775.1,18796.9,20012.4,16705.9,19848.4
2540,16869.1,22753.1,18789.6,20005.7,16694.1,19823
2560,16864.3,22704.8,18742.5,20007.2,16686.8,19817.3
2580,16853,22669.4,18708.9,19989.9,16672.2,19814.2
2600,16832.4,22654.4,18681.3,19986.5,16680.1,19807.6
2620,16818.7,22614.9,18670.7,19987.1,16684.2,19802
2640,16803.3,22591.2,18666,19980.7,16672,19810
2660,16793.3,22552.6,18653.2,19961.9,16661.9,19790.9
2680,16794.4,22543.1,18630.3,19957.1,16665.7,19804
2700,16779.8,22524.7,18623.6,19969.9,16656,19760.3
2720,16773.6,22508.8,18630.3,19953.4,16660.4,19778.1
2740,16759.4,22522.6,18613.7,19949.8,16647.6,19773.4
2760,16742.2,22506.2,18592.8,19947,16655.5,19769.7
2780,16734.2,22475.9,18568.6,19947,16655.5,19762.2
2800,16725.9,22449,18569.7,19930.6,16652.6,19774.1
2820,16731.9,22444.2,18577.3,19941.5,16652,19768.4
2840,16720.7,22431,18566.6,19935.4,16631.4,19756
2860,16724.6,22414.3,18563,19941.8,16647.3,19760.7
2880,16720.7,22401.3,18582.3,19934,16648.7,19753.5
2900,16722.6,22424.5,18544.3,19933.6,16621.7,19749.6
2920,16718.4,22400.2,18539.6,19927.7,16632.2,19737.2
2940,16720.2,22388.1,18528.1,19921.6,16627.6,19737.4
2960,16695.1,22394.7,18514.9,19911.6,16632,19732.2
2980,16703.4,22371.8,18538.5,19912,16631.2,19746.7
3000,16697.5,22372.5,18509.1,19928.8,16628.7,19758.8
3020,16697.3,22369.3,18521.4,19922.8,16625.2,19731.6
3040,16694.3,22353.3,18501.3,19917.3,16617,19728.7
3060,16682.6,22350.3,18491.4,19906.6,16614.2,19731.4
