Time,HA_MISG1,HA_MISG2,HA_MISG3,HpA_MISG1,HpA_MISG2,HpA_MISG3
20,16221.8,21656.7,17935.2,14270.1,11781.8,13092.8
40,16227.6,21670.3,17940.4,14265.5,11777.6,13090.6
60,16224.3,21677.3,17920.7,14271.1,11778.4,13098.5
80,16223.9,21642.2,17926.3,14270.1,11770.6,13089.4
100,16230.2,21644.5,17915.6,14281.4,11775.1,13097.8
120,16203.9,21629.7,17906.2,14267.9,11776.3,13096.6
140,16210.5,21611.6,17892.2,14271.6,11782.4,13093.3
160,16210.1,21621,17912.7,14269.4,11771,13099.7
180,16210.1,21621.5,17920.3,14269.9,11773.7,13087.9
200,16204.2,21595.8,17892.8,14271.7,11767.9,13095.9
220,16216.9,21640.6,17896.6,14271.1,11775.4,13090.8
240,16208.6,21625.8,17907.3,14260.9,11767.2,13088.4
260,16217.5,21601.3,17902.9,14266.2,11768.4,13085.1
280,16211.8,21588.8,17892.8,14273.2,11762.6,13088.3
300,16212.6,21605.9,17894,14263.7,11765.6,13080.4
320,16220.8,21607.4,17903.8,14270.7,11769.5,13087
340,16225.3,21619.9,17906.5,14261.8,11769.1,13095.1
360,16202.3,21609.5,17894.6,14265.2,11760,13088.1
380,16213.7,21608.9,17887.9,14257.7,11764.3,13093
400,16207,21588.1,17888.8,14269.2,11763.3,13077.5
420,16205.7,21580.7,17894.6,14254.1,11763,13086
440,16196.7,21575.4,17885.5,14253.2,11755.9,13088.4
460,16181.4,21586.5,17889.3,14266.6,11759.3,13084.6
480,16198.9,21579.4,17884.5,14254.9,11758.4,13081.1
500,16190.1,21571.5,17878.8,14259.3,11763.9,13088.6
520,16189.2,21556,17876.2,14259.8,11751.2,13087.8
540,16198.6,21568.3,17876,14257.1,11758.6,13082.4
560,16190.3,21572.9,17867.8,14253.4,11759.1,13088.2
580,16199.7,21566,17869.8,14257.1,11750.7,13086.9
600,16184.1,21576.7,17872.3,14261.4,11762,13081
620,16187.6,21571.6,17870.6,14247.1,11753.4,13080.6
640,16199.8,21574.9,17872.6,14252.6,11748.3,13077.4
660,16191.6,21570.2,17871.8,14246,11742.2,13076
680,16197.7,21576.1,17873.5,14251.8,11745.8,13072.5
700,16192.2,21585.8,17872.5,14242,11750.1,13076.8
720,16193.3,21555.3,17864.5,14252.6,11751.6,13074.7
740,16192.1,21551.9,17857,14244.5,11752.4,13072.6
760,16194.4,21560.7,17863.8,14246.4,11750.2,13076.2
780,16193.5,21568.8,17855,14253.9,11749,13071.4
800,16189.5,21556.1,17862,14247,11759.4,13073.5
820,16186.7,21538,17846,14245.2,11744.4,13068.4
840,16184.9,21555.9,17853.3,14246.1,11749.6,13074.5
860,16183.2,21533.5,17860.9,14248.2,11742.7,13073.4
880,16185.9,21560.2,17846.8,14243.7,11747.4,13068.2
900,16188.8,21550.2,17835.8,14257.2,11739.6,13069.5
920,16181.4,21554.3,17842.9,14247.1,11744.7,13056.9
940,16185.6,21560.7,17852.7,14243.7,11748.1,13066.5
960,16165.8,21562.9,17838.1,14244.8,11749.6,13063.6
980,16168.5,21558.4,17854.3,14245.7,11745.7,13066.2
1000,16175.2,21533.9,17835.6,14246.8,11751.3,13063.2
