Time,HA_MISG1,HpA_MISG1,HA_MISG2,HpA_MISG2,HA_MISG3,HpA_MISG3,HA_MISG4,HpA_MISG4,HA_MISG5,HpA_MISG5,HA_MISG6,HpA_MISG6,HA_MISG7,HpA_MISG7,HA_MISG8,HpA_MISG8,HA_MISG9,HpA_MISG9
1740.0,16729.0,9574.79,16902.7,9634.54,17019.7,9670.67,17122.7,9686.73,17228.6,9760.13,18476.5,19927.7,18672.1,20091.0,18817.1,20200.7,18937.3,20278.0
1760.0,16738.6,9573.55,16930.6,9642.2,17050.9,9666.98,17124.2,9693.48,17236.0,9767.53,18488.0,19929.0,18688.6,20096.7,18815.4,20190.3,18917.5,20279.3
1780.0,16732.2,9574.73,16915.1,9638.4,17032.7,9677.72,17147.1,9692.25,17221.0,9761.28,18503.0,19925.4,18683.0,20080.0,18828.0,20201.5,18946.5,20281.9
1800.0,16740.0,9580.45,16942.1,9640.43,17050.1,9663.88,17152.1,9694.14,17219.3,9767.23,18538.7,19937.5,18716.2,20099.0,18837.2,20204.2,18937.9,20305.8
1820.0,16762.0,9584.58,16947.5,9641.05,17075.2,9675.45,17147.3,9693.76,17244.7,9765.37,18541.6,19960.8,18712.7,20114.3,18843.0,20217.2,18978.8,20313.7
1840.0,16768.8,9578.51,16926.3,9644.26,17061.2,9670.19,17165.2,9693.89,17257.2,9770.09,18538.9,19945.7,18724.8,20091.4,18871.3,20220.9,18970.0,20328.1
1860.0,16780.4,9585.47,16931.2,9650.81,17063.6,9677.88,17159.1,9697.15,17267.8,9765.87,18541.9,19946.3,18706.5,20102.3,18871.3,20216.5,18953.0,20317.3
1880.0,16792.5,9591.59,16929.6,9639.09,17101.0,9674.22,17149.6,9707.35,17270.2,9773.91,18552.3,19948.8,18706.5,20113.8,18853.4,20230.7,18961.8,20325.5
1900.0,16787.7,9589.06,16941.0,9643.55,17104.1,9677.61,17173.1,9711.84,17274.7,9772.41,18565.5,19956.9,18703.6,20118.6,18880.1,20223.5,18978.6,20318.6
1920.0,16805.4,9590.02,16925.7,9646.89,17113.7,9675.4,17179.1,9703.98,17275.8,9773.04,18564.6,19978.9,18688.3,20132.5,18863.7,20231.1,19008.4,20319.3
1940.0,16811.2,9594.94,16931.4,9643.18,17142.6,9687.8,17175.8,9706.25,17280.7,9769.15,18553.7,19984.1,18699.2,20130.6,18874.9,20245.8,19007.1,20335.5
1960.0,16819.4,9599.07,16955.9,9651.25,17105.1,9688.16,17171.0,9700.42,17300.0,9773.15,18572.2,19968.4,18711.7,20140.3,18871.2,20249.6,19022.9,20341.0
1980.0,16816.2,9597.96,16956.9,9655.76,17154.5,9692.49,17155.3,9709.36,17281.2,9773.44,18567.7,19999.6,18712.3,20133.4,18874.8,20265.6,19026.4,20351.5
2000.0,16830.1,9603.04,16950.2,9654.45,17157.0,9694.34,17187.3,9709.35,17314.9,9778.04,18575.1,19981.6,18739.3,20139.1,18896.5,20249.0,19043.7,20346.5
2020.0,16808.6,9591.78,16975.5,9658.47,17168.4,9696.1,17205.0,9710.74,17309.5,9780.95,18585.9,19974.5,18748.6,20141.8,18896.9,20261.7,19045.3,20346.4
2040.0,16831.8,9602.71,16990.0,9654.23,17155.8,9696.43,17217.8,9709.27,17328.6,9783.08,18580.4,19990.8,18752.7,20141.4,18899.6,20262.8,19033.2,20370.3
2060.0,16831.4,9600.46,17001.2,9651.59,17163.2,9705.55,17217.9,9713.09,17334.4,9775.77,18579.1,20002.7,18725.7,20151.8,18922.8,20253.3,19062.0,20365.7
2080.0,16811.1,9597.65,16982.9,9655.68,17184.7,9700.91,17228.2,9707.52,17320.1,9782.44,18575.7,19994.4,18726.5,20149.2,18909.3,20270.7,19069.7,20370.3
2100.0,16834.4,9596.06,16994.0,9659.9,17176.9,9699.85,17220.4,9718.95,17325.4,9785.49,18613.2,19992.6,18733.9,20155.9,18925.5,20283.1,19067.8,20366.1
2120.0,16849.2,9599.64,17006.3,9662.55,17183.6,9704.27,17235.9,9720.12,17338.8,9777.31,18608.1,19991.4,18751.4,20142.6,18949.6,20283.7,19054.6,20376.7
2140.0,16834.6,9599.64,17019.9,9659.95,17176.3,9705.24,17238.5,9716.95,17332.3,9779.91,18615.3,20004.8,18750.6,20159.1,18930.2,20283.5,19088.7,20395.9
2160.0,16869.0,9609.25,17024.8,9662.24,17211.5,9705.87,17244.9,9722.05,17368.1,9783.85,18629.4,20007.5,18746.3,20154.4,18954.4,20296.4,19065.7,20374.7
2180.0,16856.9,9607.15,17014.4,9663.1,17221.7,9708.36,17251.1,9720.79,17334.6,9784.63,18635.9,19994.1,18771.7,20140.7,18959.4,20282.3,19074.5,20369.9
2200.0,16862.7,9604.71,17023.3,9659.0,17218.1,9698.58,17247.3,9723.99,17345.3,9780.0,18641.9,20015.5,18757.7,20171.8,18974.3,20288.6,19073.0,20378.6
2220.0,16872.7,9606.99,17020.5,9675.35,17221.5,9707.87,17254.5,9723.99,17341.8,9779.21,18654.0,20000.5,18749.3,20165.3,18969.6,20299.3,19104.3,20389.5
2240.0,16894.9,9610.18,17012.8,9671.85,17223.1,9718.86,17267.0,9726.66,17351.1,9782.12,18646.5,20012.1,18766.3,20168.1,18986.6,20306.4,19113.5,20380.7
